/boxes/ARI/ARI201803290.shtml,t1,0-0,0,---,5,(2-2) BBFCS,O,COL,Charlie Blackmon,Patrick Corbin,2%,52%
/boxes/ARI/ARI201803290.shtml,t1,0-0,1,---,5,(2-2) CFBBX,R,COL,DJ LeMahieu,Patrick Corbin,-10%,42%
/boxes/ARI/ARI201803290.shtml,t1,1-0,1,---,3,(2-0) BBX,,COL,Nolan Arenado,Patrick Corbin,-2%,40%
/boxes/ARI/ARI201803290.shtml,t1,1-0,1,1--,5,(1-2) SBCFC,O,COL,Trevor Story,Patrick Corbin,3%,43%
/boxes/ARI/ARI201803290.shtml,t1,1-0,2,1--,3,(0-2) *SS>*S,O,COL,Carlos Gonzalez,Patrick Corbin,2%,45%
/boxes/ARI/ARI201803290.shtml,b1,0-1,0,---,6,(3-2) BTBBCX,,ARI,David Peralta,Jon Gray,4%,49%
/boxes/ARI/ARI201803290.shtml,b1,0-1,0,1--,3,(0-2) CSX,,ARI,A.J. Pollock,Jon Gray,6%,54%
/boxes/ARI/ARI201803290.shtml,b1,0-1,0,12-,6,(3-2) SBFBBB,,ARI,Paul Goldschmidt,Jon Gray,8%,62%
/boxes/ARI/ARI201803290.shtml,b1,0-1,0,123,1,(0-0) X,RR,ARI,Jake Lamb,Jon Gray,14%,76%
/boxes/ARI/ARI201803290.shtml,b1,2-1,0,-23,5,(1-2) CC*BFX,O,ARI,Ketel Marte,Jon Gray,-4%,72%
/boxes/ARI/ARI201803290.shtml,b1,2-1,1,-23,5,(3-1) BC*BBX,RO,ARI,Alex Avila,Jon Gray,1%,72%
/boxes/ARI/ARI201803290.shtml,b1,3-1,2,--3,4,(1-2) SCBS,O,ARI,Nick Ahmed,Jon Gray,-3%,70%
/boxes/ARI/ARI201803290.shtml,t2,1-3,0,---,2,(1-0) BX,O,COL,Ian Desmond,Patrick Corbin,2%,72%
/boxes/ARI/ARI201803290.shtml,t2,1-3,1,---,2,(1-0) BX,,COL,Gerardo Parra,Patrick Corbin,-3%,69%
/boxes/ARI/ARI201803290.shtml,t2,1-3,1,1--,8,(3-2) BFCFF*BBS,O,COL,Chris Iannetta,Patrick Corbin,3%,72%
/boxes/ARI/ARI201803290.shtml,t2,1-3,2,1--,4,(1-2) CC*BS,O,COL,Jon Gray,Patrick Corbin,2%,75%
/boxes/ARI/ARI201803290.shtml,b2,3-1,0,---,5,(3-1) BBCBX,O,ARI,Jarrod Dyson,Jon Gray,-2%,73%
/boxes/ARI/ARI201803290.shtml,b2,3-1,1,---,5,(3-1) CBBBX,O,ARI,Patrick Corbin,Jon Gray,-1%,72%
/boxes/ARI/ARI201803290.shtml,b2,3-1,2,---,3,(1-1) BCX,O,ARI,David Peralta,Jon Gray,-1%,71%
/boxes/ARI/ARI201803290.shtml,t3,1-3,0,---,2,(1-0) BX,O,COL,Charlie Blackmon,Patrick Corbin,3%,74%
/boxes/ARI/ARI201803290.shtml,t3,1-3,1,---,6,(3-2) CFBBBX,O,COL,DJ LeMahieu,Patrick Corbin,2%,75%
/boxes/ARI/ARI201803290.shtml,t3,1-3,2,---,5,(2-2) SSBBX,O,COL,Nolan Arenado,Patrick Corbin,1%,76%
/boxes/ARI/ARI201803290.shtml,b3,3-1,0,---,7,(3-2) CBSFBBS,O,ARI,A.J. Pollock,Jon Gray,-2%,75%
/boxes/ARI/ARI201803290.shtml,b3,3-1,1,---,1,(0-0) X,O,ARI,Paul Goldschmidt,Jon Gray,-1%,74%
/boxes/ARI/ARI201803290.shtml,b3,3-1,2,---,6,(3-2) BBCBCX,O,ARI,Jake Lamb,Jon Gray,-1%,73%
/boxes/ARI/ARI201803290.shtml,t4,1-3,0,---,6,(2-2) FSBFBX,,COL,Trevor Story,Patrick Corbin,-4%,68%
/boxes/ARI/ARI201803290.shtml,t4,1-3,0,1--,1,(0-0) X,O,COL,Carlos Gonzalez,Patrick Corbin,4%,72%
/boxes/ARI/ARI201803290.shtml,t4,1-3,1,1--,4,(1-2) SF*BS,O,COL,Ian Desmond,Patrick Corbin,3%,76%
/boxes/ARI/ARI201803290.shtml,t4,1-3,2,1--,4,(2-1) *BFBX,O,COL,Gerardo Parra,Patrick Corbin,3%,78%
/boxes/ARI/ARI201803290.shtml,b4,3-1,0,---,2,(0-1) FX,,ARI,Ketel Marte,Jon Gray,2%,81%
/boxes/ARI/ARI201803290.shtml,b4,3-1,0,1--,3,(0-2) SC1>X,,ARI,Alex Avila,Jon Gray,3%,84%
/boxes/ARI/ARI201803290.shtml,b4,3-1,0,12-,6,(2-2) SC*BBFS,O,ARI,Nick Ahmed,Jon Gray,-3%,81%
/boxes/ARI/ARI201803290.shtml,b4,3-1,1,12-,2,(1-0) BX,O,ARI,Jarrod Dyson,Jon Gray,-3%,78%
/boxes/ARI/ARI201803290.shtml,b4,3-1,2,12-,3,(0-2) CFC,O,ARI,Patrick Corbin,Jon Gray,-3%,75%
/boxes/ARI/ARI201803290.shtml,t5,1-3,0,---,3,(0-2) CSX,,COL,Chris Iannetta,Patrick Corbin,-5%,70%
/boxes/ARI/ARI201803290.shtml,t5,1-3,0,1--,1,(0-0) X,O,COL,Jon Gray,Patrick Corbin,3%,73%
/boxes/ARI/ARI201803290.shtml,t5,1-3,1,-2-,6,(3-2) BBBCCB,,COL,Charlie Blackmon,Patrick Corbin,-3%,70%
/boxes/ARI/ARI201803290.shtml,t5,1-3,1,12-,3,(1-1) BCX,OO,COL,DJ LeMahieu,Patrick Corbin,11%,81%
/boxes/ARI/ARI201803290.shtml,b5,3-1,0,---,3,(1-1) FBX,,ARI,David Peralta,Jon Gray,2%,83%
/boxes/ARI/ARI201803290.shtml,b5,3-1,0,1--,4,(3-0) BBBB,,ARI,A.J. Pollock,Jon Gray,3%,87%
/boxes/ARI/ARI201803290.shtml,b5,3-1,0,12-,6,(3-2) CBBCBB,,ARI,Paul Goldschmidt,Jon Gray,4%,91%
/boxes/ARI/ARI201803290.shtml,b5,3-1,0,123,5,(2-2) .CSBBS,O,ARI,Jake Lamb,Chris Rusin,-4%,87%
/boxes/ARI/ARI201803290.shtml,b5,3-1,1,123,5,(3-1) BBBFX,O,ARI,Ketel Marte,Chris Rusin,-5%,82%
/boxes/ARI/ARI201803290.shtml,b5,3-1,2,123,2,(0-1) SX,O,ARI,Alex Avila,Chris Rusin,-5%,78%
/boxes/ARI/ARI201803290.shtml,t6,1-3,0,---,2,(1-0) BX,R,COL,Nolan Arenado,Patrick Corbin,-12%,66%
/boxes/ARI/ARI201803290.shtml,t6,2-3,0,---,5,(2-2) CSBBT,O,COL,Trevor Story,Patrick Corbin,4%,70%
/boxes/ARI/ARI201803290.shtml,t6,2-3,1,---,5,(1-2) CSBFC,O,COL,Carlos Gonzalez,Patrick Corbin,3%,72%
/boxes/ARI/ARI201803290.shtml,t6,2-3,2,---,3,(2-0) BBX,,COL,Ian Desmond,Patrick Corbin,-2%,70%
/boxes/ARI/ARI201803290.shtml,t6,2-3,2,1--,4,(1-2) .SBCX,O,COL,Gerardo Parra,Jorge De La Rosa,4%,74%
/boxes/ARI/ARI201803290.shtml,b6,3-2,0,---,8,(3-2) BFCFFBBB,,ARI,Nick Ahmed,Chris Rusin,3%,77%
/boxes/ARI/ARI201803290.shtml,b6,3-2,0,1--,1,(0-0) X,,ARI,Jarrod Dyson,Chris Rusin,5%,82%
/boxes/ARI/ARI201803290.shtml,b6,3-2,0,12-,1,(0-0) .X,O,ARI,Chris Owings,Chris Rusin,-2%,80%
/boxes/ARI/ARI201803290.shtml,b6,3-2,1,1-3,3,(1-1) FBX,R,ARI,David Peralta,Chris Rusin,6%,86%
/boxes/ARI/ARI201803290.shtml,b6,4-2,1,12-,4,(1-2) .FBF>B,,ARI,A.J. Pollock,Scott Oberg,3%,89%
/boxes/ARI/ARI201803290.shtml,b6,4-2,1,-23,7,(2-2) .FBF>B.FFS,O,ARI,A.J. Pollock,Scott Oberg,-5%,85%
/boxes/ARI/ARI201803290.shtml,b6,4-2,2,-23,5,(3-1) S*BBB*B,,ARI,Paul Goldschmidt,Scott Oberg,1%,85%
/boxes/ARI/ARI201803290.shtml,b6,4-2,2,123,2,(0-1) CX,RR,ARI,Jake Lamb,Scott Oberg,10%,95%
/boxes/ARI/ARI201803290.shtml,b6,6-2,2,-23,4,(1-2) CCB*S,O,ARI,Ketel Marte,Scott Oberg,-1%,94%
/boxes/ARI/ARI201803290.shtml,t7,2-6,0,---,3,(2-0) .BBX,,COL,Chris Iannetta,Yoshihisa Hirano,-3%,91%
/boxes/ARI/ARI201803290.shtml,t7,2-6,0,1--,4,(1-2) .FBSS,O,COL,Mike Tauchman,Yoshihisa Hirano,3%,94%
/boxes/ARI/ARI201803290.shtml,t7,2-6,1,1--,2,(0-1) .CB,,COL,Charlie Blackmon,Andrew Chafin,-1%,93%
/boxes/ARI/ARI201803290.shtml,t7,2-6,1,-2-,7,(3-2) .CB.BBFFB,,COL,Charlie Blackmon,Andrew Chafin,-2%,91%
/boxes/ARI/ARI201803290.shtml,t7,2-6,1,12-,3,(1-1) ..CBX,OO,COL,DJ LeMahieu,Archie Bradley,6%,97%
/boxes/ARI/ARI201803290.shtml,b7,6-2,0,---,5,(2-2) .FFBBX,O,ARI,Alex Avila,Mike Dunn,0%,97%
/boxes/ARI/ARI201803290.shtml,b7,6-2,1,---,4,(1-2) CFBX,,ARI,Nick Ahmed,Mike Dunn,1%,97%
/boxes/ARI/ARI201803290.shtml,b7,6-2,1,-2-,3,(1-1) CBX,R,ARI,Jarrod Dyson,Mike Dunn,2%,99%
/boxes/ARI/ARI201803290.shtml,b7,7-2,1,--3,5,(0-2) FFFFX,R,ARI,Deven Marrero,Mike Dunn,0%,99%
/boxes/ARI/ARI201803290.shtml,b7,8-2,1,1--,4,(1-2) BCSS,O,ARI,David Peralta,Mike Dunn,0%,99%
/boxes/ARI/ARI201803290.shtml,b7,8-2,2,1--,1,(0-0) X,O,ARI,A.J. Pollock,Mike Dunn,0%,99%
/boxes/ARI/ARI201803290.shtml,t8,2-8,0,---,7,(2-2) CBFFBFS,O,COL,Nolan Arenado,Archie Bradley,0%,100%
/boxes/ARI/ARI201803290.shtml,t8,2-8,1,---,6,(1-2) BFCFFS,O,COL,Trevor Story,Archie Bradley,0%,100%
/boxes/ARI/ARI201803290.shtml,t8,2-8,2,---,5,(2-2) BFBTX,O,COL,Carlos Gonzalez,Archie Bradley,0%,100%
/boxes/ARI/ARI201803290.shtml,b8,8-2,0,---,3,(0-2) .CCC,O,ARI,Paul Goldschmidt,Adam Ottavino,0%,100%
/boxes/ARI/ARI201803290.shtml,b8,8-2,1,---,5,(1-2) CBSFS,O,ARI,Jake Lamb,Adam Ottavino,0%,100%
/boxes/ARI/ARI201803290.shtml,b8,8-2,2,---,5,(3-1) .BBCBB,,ARI,Daniel Descalso,Adam Ottavino,0%,100%
/boxes/ARI/ARI201803290.shtml,b8,8-2,2,1--,5,(2-2) CBCBS,O,ARI,Alex Avila,Adam Ottavino,0%,100%
/boxes/ARI/ARI201803290.shtml,t9,2-8,0,---,2,(1-0) .BX,O,COL,Ian Desmond,Fernando Salas,0%,100%
/boxes/ARI/ARI201803290.shtml,t9,2-8,1,---,4,(1-2) BCTX,O,COL,Gerardo Parra,Fernando Salas,0%,100%
/boxes/ARI/ARI201803290.shtml,t9,2-8,2,---,3,(1-1) CBX,,COL,Chris Iannetta,Fernando Salas,0%,100%
/boxes/ARI/ARI201803290.shtml,t9,2-8,2,1--,6,(3-2) .CBFBB>S,O,COL,Ryan McMahon,Fernando Salas,0%,100%
