146 (145),Sep 17,CHC,,PHI,L,4-16,CG,48,9.0,1,5,1,7,1,SS
147,Sep 19,CHC,@,STL,W,5-2,CG,0,12.0,3,3,0,6,3,
148,Sep 20,CHC,@,STL,L,6-11,CG,0,8.0,2,3,0,5,0,
149,Sep 21,CHC,@,STL,L,0-4,CG,35,8.0,1,3,0,4,3,SS
150,Sep 22 (1),CHC,@,CIN,L,0-1,CG,32,8.0,2,2,0,4,0,SS
151,Sep 22 (2),CHC,@,CIN,W,4-1,CG,35,9.0,2,1,0,3,0,SS
152,Sep 23,CHC,@,CIN,L,3-4,CG,42,8.2,4,4,0,8,1,SS
153,Sep 25,CHC,,STL,L,2-11,CG,47,9.0,1,3,0,4,0,SS
154,Sep 26,CHC,,STL,W,4-3,CG,34,9.0,0,1,0,1,0,SS
155,Sep 27,CHC,,STL,W,3-2,CG,39,9.0,2,2,0,4,0,SS
