1052,1,Mar 28,HOU,@,TBR,W,5-1,CG,4,4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,.500,.500,1.250,1.750,4,.51,0.049,0.18,17.00,21.70,LF
1053,2,Mar 29,HOU,@,TBR,L,2-4,CG,4,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.500,.500,1.000,1.500,4,1.27,0.168,1.36,12.00,16.00,LF
1054,3,Mar 30,HOU,@,TBR,L,1-3,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.417,.417,.750,1.167,4,1.09,-0.011,-0.29,3.00,3.00,LF
1055,4,Mar 31,HOU,@,TBR,L,1-3,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.385,.385,.692,1.077,7,1.96,-0.082,-0.52,0.00,0.00,PH LF
1056,5,Apr 1,HOU,@,TEX,W,2-1,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.313,.353,.563,.915,4,.91,-0.077,-0.71,2.00,3.00,LF
1057,6,Apr 2,HOU,@,TEX,L,4-6,CG,5,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,.250,.318,.450,.768,4,1.81,-0.134,-1.31,9.00,12.50,LF
1058,7,Apr 3,HOU,@,TEX,L,0-4,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.208,.269,.375,.644,4,1.06,-0.113,-1.17,0.00,0.00,LF
1059,8,Apr 5,HOU,,OAK,W,3-2,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.179,.233,.321,.555,4,.99,-0.103,-1.30,0.00,0.00,LF
1060,9,Apr 6,HOU,,OAK,W,6-0,CG,4,4,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.219,.265,.438,.702,4,.59,0.090,1.80,21.00,28.40,LF
1061,10,Apr 7,HOU,,OAK,W,9-8,CG,5,4,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,.250,.308,.444,.752,4,2.07,-0.050,0.42,12.00,15.70,LF
1062,11,Apr 8,HOU,,NYY,W,4-3,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.250,.302,.425,.727,4,1.90,-0.041,-0.83,3.00,3.00,LF
1063,12,Apr 9,HOU,,NYY,W,6-3,CG,5,5,1,3,2,0,0,1,0,0,2,0,0,0,0,0,0,0,.289,.333,.489,.822,4,1.36,0.355,1.52,17.00,21.70,DH
1064,13,Apr 10,HOU,,NYY,W,8-6,CG,5,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.306,.358,.490,.848,3,.44,0.029,0.36,12.00,15.40,LF
1065,14,Apr 12,HOU,@,SEA,W,10-6,CG,5,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.283,.345,.453,.798,3,.64,-0.039,-0.36,4.00,6.20,LF
1066,15,Apr 13,HOU,@,SEA,W,3-1,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.281,.339,.439,.777,4,.83,0.064,0.55,5.00,6.50,DH
1067,16,Apr 14,HOU,@,SEA,W,3-2,CG,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,.295,.348,.443,.791,4,1.94,0.228,1.44,15.00,19.00,LF
1068,17,Apr 16,HOU,@,OAK,W,9-1,GS-7,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.297,.357,.438,.795,4,.44,-0.041,-0.34,5.00,6.00,LF
1069,18,Apr 17,HOU,@,OAK,L,1-2,CG,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.299,.365,.433,.798,4,1.81,0.232,0.96,7.00,9.50,LF
1070,19,Apr 19,HOU,@,TEX,W,7-2,CG,5,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,.296,.367,.437,.804,4,.35,0.055,1.62,14.00,18.20,LF
1071,20,Apr 20,HOU,@,TEX,L,4-9,CG,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.307,.373,.453,.827,4,.55,0.000,0.65,8.00,9.00,DH
1072,21,Apr 21,HOU,@,TEX,L,10-11,CG,5,4,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,.304,.364,.481,.845,3,1.39,-0.110,0.08,16.00,22.20,LF
1073,22,Apr 22,HOU,,MIN,L,5-9,CG,5,5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.310,.366,.512,.877,4,.72,0.006,0.49,19.00,24.90,LF
1074,23,Apr 23,HOU,,MIN,W,10-4,CG,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.303,.357,.494,.852,4,.85,0.025,0.02,5.00,6.50,LF
1075,24,Apr 24,HOU,,MIN,W,7-1,CG,4,3,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.315,.373,.533,.905,4,.51,0.150,2.06,23.00,31.40,DH
1076,25,Apr 25,HOU,,CLE,L,1-2,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.323,.377,.531,.909,4,1.71,-0.066,-0.23,6.00,6.00,LF
1077,26,Apr 26,HOU,,CLE,L,3-6,CG,5,5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.327,.378,.535,.913,4,1.31,-0.062,-1.05,8.00,9.00,LF
1078,27,Apr 27,HOU,,CLE,W,4-3,CG(10),4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.314,.365,.514,.880,4,1.41,-0.137,-0.97,0.00,0.00,LF
1079,28,Apr 28,HOU,,CLE,W,4-1,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.312,.361,.505,.866,4,.76,0.013,-0.43,5.00,6.20,DH
1080,29,Apr 29,HOU,@,MIN,L,0-1,CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.319,.366,.504,.870,3,1.41,-0.024,0.08,6.00,6.00,LF
