271,1,Apr 7,HOU,@,SFG,W,8-5,7-8,H(1),99,0.2,3,0,0,0,0,0,0,0.00,5,1,1,0,0,3,,1,0,0,0,0,5,0,0,0,0,0,0,2.91,-0.037,-0.18, 7b 1-- 2 out a1, 8b 12- 1 out a2
272,5,Apr 11,HOU,,ATL,W,8-7,GS-9,W(1-0),3,8.1,8,7,6,2,6,1,0,6.00,35,9,10,0,4,8,45,,,0,0,0,33,0,1,0,1,0,1,.63,0.073,-1.54, 1t start tie, 9t 12- 1 out a3
273,10,Apr 16,HOU,,SFG,L,9-11,GS-6,,4,5.1,8,6,5,3,8,0,0,6.91,28,5,4,0,0,8,35,,,2,0,0,25,2,0,0,0,0,1,1.21,-0.259,-2.99, 1t start tie, 6t 12- 1 out a1
274,14,Apr 20,HOU,@,PIT,L,1-3,GS-6,L(1-1),3,6.0,3,3,2,1,2,1,0,5.75,23,13,4,0,0,3,57,,,0,0,0,20,0,0,0,0,1,1,.90,-0.128,-0.07, 1b start tie, 6b 3 out d2
275,18,Apr 25,HOU,@,CHC,L,5-11,GS-5,L(1-2),4,4.0,8,6,6,0,2,2,0,7.03,20,5,5,0,1,8,24,,,0,0,0,20,1,0,0,0,0,0,1.16,-0.432,-3.76, 1b start a 1, 5b --- 0 out d2
276,26,May 4,HOU,,CHC,W,7-2,CG,W(2-2),8,9.0,6,2,1,4,2,0,0,5.40,37,14,11,0,5,6,67,,,0,0,0,33,0,0,0,2,0,2,1.25,0.308,2.35, 1t start tie, 9t 3 out a5
277,28,May 7,HOU,,PIT,L,5-9,7-8,L(2-3),2,1.2,1,2,2,2,0,0,0,5.66,8,4,1,0,0,1,,0,0,0,0,0,5,0,0,0,0,0,0,1.56,-0.194,-0.26, 7t --- 0 out d2, 8t 1-- 2 out d1
278,35,May 15,HOU,@,SDP,L,8-10,7-7,,7,1.0,0,0,0,0,0,0,0,5.50,3,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.55,0.041,0.48, 7b --- 0 out d1, 7b 3 out d1
279,36,May 16,HOU,@,SDP,W,9-7,9-9,,0,0.0,1,2,1,1,0,0,0,5.75,2,0,0,0,0,1,,1,1,0,0,0,1,0,0,0,0,0,0,.66,-0.080,-1.97, 9b 1-- 0 out a5, 9b 1-3 0 out a4
280,39,May 19,HOU,,STL,L,3-12,8-GF,,2,2.0,3,3,3,1,1,0,0,6.16,10,2,3,0,0,3,,0,0,0,0,0,9,2,0,0,0,0,0,.01,-0.003,-2.03, 8t --- 0 out d7, 9t end d10
281,44,May 24,HOU,,CIN,W,10-7,GS-1,,4,0.0,3,2,2,1,0,0,0,6.63,4,0,0,0,0,3,35,,,2,0,0,3,0,0,0,0,0,0,1.27,-0.260,-2.99, 1t start tie, 1t 12- 0 out d2
282,46,May 27,HOU,@,ATL,L,1-8,7-GF(8),,2,2.0,0,0,0,1,2,0,0,6.30,7,4,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.01,0.001,1.06, 7b --- 0 out d7, 8b end d 7
283,49,May 31(1),HOU,@,NYM,L,4-14,7-7,,3,0.1,3,3,3,1,0,0,0,6.92,5,1,0,0,0,3,,0,0,0,0,0,4,1,0,0,0,0,0,.01,-0.003,-3.02, 7b --- 0 out d7, 7b 1-- 1 out d10
284,54,Jun 5,HOU,,PHI,W,8-7,9-10,,4,2.0,2,0,0,0,4,0,0,6.59,8,4,0,0,0,0,,0,0,1,0,0,8,0,0,0,0,0,0,1.65,0.170,0.97, 9t --- 0 out d1,10t 3 out tie
285,55,Jun 6,HOU,,PHI,L,3-7,8-8,,0,0.1,0,0,0,0,0,0,0,6.54,1,0,1,0,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,.38,0.010,0.76, 8t 123 2 out d4, 8t 3 out d4
286,56,Jun 7,HOU,,PHI,L,3-10,5-5,,0,0.2,1,0,0,0,0,0,0,6.44,2,2,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,.05,0.001,0.26, 5t --- 1 out d8, 5t 3 out d8
287,63,Jun 16,HOU,@,PHI,L,1-2,10-GF(13),L(2-4),8,3.2,5,1,1,5,0,0,0,6.13,19,8,2,1,0,4,,0,0,0,0,0,13,1,0,2,1,0,0,2.95,0.039,0.19,10b --- 0 out tie,13b end d 1
288,67,Jun 20,HOU,@,ATL,W,9-6,5-9,W(3-4),3,4.1,6,3,3,2,5,0,0,6.14,21,3,5,0,1,6,,3,1,0,0,0,19,0,1,0,0,0,0,.69,0.142,0.35, 5b 123 1 out a4, 9b --3 2 out a5
289,72,Jun 26,HOU,,CIN,L,2-3,8-9,L(3-5),5,1.1,4,2,2,0,0,1,0,6.32,7,3,0,0,0,4,,0,0,0,0,0,6,0,0,0,1,0,0,1.65,-0.433,-1.54, 8t --- 0 out d1, 9t 1-- 1 out d1
290,73,Jun 27,HOU,,CIN,L,2-5,9-GF,,0,1.0,0,0,0,0,0,0,0,6.20,3,0,3,0,2,0,,0,0,0,0,0,3,0,0,0,0,0,0,.10,0.007,0.48, 9t --- 0 out d3, 9t end d 3
291,79,Jul 3(2),HOU,@,CIN,W,10-4,6-8,H(2),5,2.2,3,0,0,0,4,0,1,5.91,12,2,2,1,0,3,,2,1,0,0,0,11,1,0,0,0,0,0,1.23,0.142,1.06, 6b 12- 0 out a3, 8b 1-3 2 out a4
292,81,Jul 5,HOU,@,CIN,L,1-3,8-GF(8),,1,1.0,0,0,0,0,0,0,0,5.81,3,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.09,0.007,0.52, 8b --- 0 out d3, 8b end d 3
293,82,Jul 6,HOU,,LAD,L,8-10,10-10,L(3-6),0,0.2,2,4,4,2,0,0,0,6.36,6,0,2,0,0,2,,0,0,0,0,0,4,0,0,0,0,0,0,3.16,-0.354,-1.28,10t --- 0 out tie,10t 123 2 out d1
294,86,Jul 10,HOU,,SFG,L,5-8,7-8,,3,2.0,1,0,0,0,2,0,0,6.15,7,3,1,0,0,1,,0,0,0,0,0,6,0,0,0,0,0,0,.90,0.103,0.97, 7t --- 0 out d1, 8t 3 out d1
295,87,Jul 11,HOU,,SFG,W,5-4,14-GF(14),W(4-6),0,1.0,0,0,0,0,0,0,0,6.05,3,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.79,0.134,0.48,14t --- 0 out tie,14t end tie
