34 (33),May 11,KCR,@,TBR,W,6-0,GF,3,1.0,0,0,0,0,0,P
37 (2),May 14,KCR,,BAL,W,9-8,,5,1.0,0,0,0,0,0,P
38,May 16,KCR,,NYY,L,1-7,GF,3,1.0,0,0,0,0,0,P
39,May 17,KCR,,NYY,L,7-11,GF,3,1.0,1,0,0,1,0,P
41 (1),May 19,KCR,@,MIN,L,3-4,,2,0.0,0,0,0,0,0,P
87 (45),Jul 9,KCR,@,LAD,L,2-5,GF,3,1.0,1,0,0,1,0,P
88,Jul 14,KCR,,TEX,L,3-5,,5,1.0,0,0,0,0,0,P
91 (2),Jul 17,KCR,,DET,L,2-10,,3,1.0,0,0,0,0,0,P
92,Jul 18,KCR,,DET,L,3-9,,6,1.0,0,1,0,1,0,P
94 (1),Jul 20,KCR,,DET,W,16-4,,6,1.0,0,1,0,1,0,P
96 (1),Jul 22,KCR,,CHW,W,7-2,GF,3,1.0,0,1,0,1,0,P
140,Sep 8,CHW,,SFG,L,2-9,GF,1,0.1,0,0,0,0,0,P
143 (2),Sep 11,CHW,@,KCR,W,11-3,GF,3,1.0,0,0,0,0,0,P
146 (2),Sep 14,CHW,@,DET,W,17-7,,3,1.0,0,0,0,0,0,P
147,Sep 15,CHW,@,DET,L,2-3,,4,1.0,0,1,0,1,0,P
151 (3),Sep 20,CHW,@,HOU,L,3-4,,3,0.2,0,0,0,0,0,P
153 (1),Sep 22,CHW,,KCR,W,7-6,,1,0.1,0,0,0,0,0,P
154,Sep 23,CHW,,KCR,L,2-8,,3,0.2,0,0,0,0,0,P
158 (3),Sep 27,CHW,,LAA,W,6-4,,6,1.2,0,2,0,2,0,P
159,Sep 28,CHW,,LAA,W,5-4,,3,0.2,0,1,0,1,0,P
161 (1),Sep 30,CHW,@,CLE,W,2-1,,2,0.2,0,0,0,0,0,P
